선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일,시즌
라모스22KRF,18,80,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,0.25,0.304,0.417,0.721,0.323,97.1,0.22,1992-04-15,2022
이광길91삼2B,37,45,37,4,8,3,0,1,14,4,1,1,7,0,0,5,3,1,0,0.216,0.341,0.378,0.719,0.332,102.2,0.22,1960-08-04,1991
박용근15k3B,27,86,76,7,20,6,0,0,26,4,5,2,7,0,0,15,4,3,0,0.263,0.325,0.342,0.667,0.301,65.1,0.22,1984-01-21,2015
김다원16KRF,25,47,43,3,13,2,0,1,18,6,0,0,2,2,0,15,1,0,0,0.302,0.362,0.419,0.78,0.36,98.2,0.22,1985-09-17,2016
박정준15N,19,24,21,2,8,2,0,0,10,2,0,0,0,3,0,5,0,0,0,0.381,0.458,0.476,0.935,0.435,158,0.22,1984-06-26,2015
이흥련19두C,27,44,42,3,13,2,1,0,17,5,0,0,2,0,0,12,1,0,0,0.31,0.341,0.405,0.746,0.345,107.2,0.22,1989-05-16,2019
박경호97쌍,1,5,5,2,3,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0.6,0.6,1.2,1.8,0.787,420.3,0.22,1973-07-19,1997
김봉기82MLF,35,39,33,10,12,1,0,0,13,6,2,4,1,4,0,4,0,1,0,0.364,0.447,0.394,0.841,0.395,140.9,0.22,1953-12-23,1982
금광옥86청C,71,140,121,10,19,4,0,2,29,10,1,0,13,4,0,19,4,2,0,0.157,0.261,0.24,0.501,0.248,52.4,0.22,1956-12-19,1986
박태호87롯1B,50,79,72,6,22,4,0,0,26,8,0,0,5,0,0,8,4,1,1,0.306,0.346,0.361,0.707,0.334,104,0.22,1963-05-13,1987
박용근09L2B,101,150,127,33,27,5,2,1,39,9,19,6,15,4,0,29,1,2,2,0.213,0.311,0.307,0.618,0.288,58.1,0.22,1984-01-21,2009
노수광20S한CF,100,330,291,39,73,10,3,1,92,21,11,7,34,2,2,64,2,2,1,0.251,0.332,0.316,0.649,0.306,76.5,0.22,1990-08-06,2020
김유동84삼3B,26,82,81,8,19,4,0,3,32,10,0,1,1,0,0,13,1,0,0,0.235,0.244,0.395,0.639,0.294,81.8,0.22,1954-04-09,1984
임수민98한2B,49,77,67,8,14,2,0,3,25,5,0,0,6,2,0,15,2,1,1,0.209,0.29,0.373,0.663,0.295,81.4,0.22,1973-05-31,1998
강성우95롯C,75,173,158,13,35,4,1,0,41,12,2,1,10,0,0,15,3,4,1,0.222,0.266,0.259,0.526,0.243,52.2,0.22,1970-01-05,1995
최항21S2B,34,79,69,5,19,2,1,0,23,7,1,0,6,2,1,16,4,1,1,0.275,0.346,0.333,0.68,0.319,86.6,0.22,1994-01-03,2021
백창수16LCF,10,21,18,4,6,2,0,1,11,3,0,1,2,1,0,6,1,0,0,0.333,0.429,0.611,1.04,0.454,169.6,0.22,1988-05-09,2016
김종모85해3B,57,160,147,9,34,2,0,4,48,20,1,2,11,0,0,17,8,0,2,0.231,0.281,0.327,0.608,0.286,72,0.22,1959-11-01,1985
이선웅84삼SS,16,30,27,2,7,0,0,1,10,2,0,0,2,1,0,3,0,0,0,0.259,0.333,0.37,0.704,0.335,110.6,0.21,1961-02-11,1984
이정훈97ORF,92,295,266,25,63,16,3,2,91,33,7,3,20,3,3,26,5,4,2,0.237,0.296,0.342,0.638,0.286,73.1,0.21,1963-08-28,1997
민경삼88MSS,52,126,112,8,27,2,2,0,33,9,6,1,7,0,0,12,0,7,0,0.241,0.286,0.295,0.58,0.261,53.5,0.21,1963-02-24,1988
박준태18KRF,85,150,123,32,28,5,1,5,50,24,0,2,13,9,0,37,1,5,0,0.228,0.345,0.407,0.751,0.326,86.1,0.21,1991-07-26,2018
오재필11한RF,54,98,86,14,19,3,1,2,30,14,8,1,6,3,0,36,1,3,0,0.221,0.295,0.349,0.644,0.295,72.8,0.21,1982-07-27,2011
박철영86MC,63,150,128,13,26,4,0,1,33,8,1,0,12,1,0,38,0,9,0,0.203,0.277,0.258,0.534,0.247,49.4,0.21,1960-05-22,1986
김상훈13KC,49,108,87,7,20,4,0,0,24,8,0,0,13,1,0,17,3,5,2,0.23,0.33,0.276,0.606,0.286,62,0.21,1977-10-27,2013
신현철14SSS,60,75,65,10,17,3,0,1,23,3,1,0,8,0,0,16,3,2,0,0.262,0.343,0.354,0.696,0.318,77,0.21,1987-11-02,2014
모건15한CF,10,42,33,2,9,2,0,0,11,5,1,1,4,4,0,8,1,0,1,0.273,0.405,0.333,0.738,0.359,102.4,0.21,1980-07-02,2015
고기성95한,50,43,34,7,7,1,1,1,13,3,1,3,8,0,0,9,0,1,0,0.206,0.357,0.382,0.74,0.337,116.8,0.21,1970-06-27,1995
김용의15LRF,71,199,171,30,43,5,1,0,50,15,11,6,22,3,1,38,3,3,0,0.251,0.347,0.292,0.639,0.304,69.8,0.21,1985-08-20,2015
조영훈14N1B,92,124,111,15,29,4,0,6,51,22,1,1,10,1,0,26,1,1,1,0.261,0.325,0.459,0.785,0.342,88.9,0.21,1982-11-12,2014
강귀태11넥C,33,89,81,4,19,4,1,1,28,10,1,0,5,0,1,11,4,2,1,0.235,0.276,0.346,0.622,0.277,60.3,0.21,1979-08-12,2011
신용수21롯CF,71,136,119,23,31,5,2,1,43,6,3,1,11,3,0,20,2,2,1,0.261,0.336,0.361,0.697,0.327,88.6,0.21,1996-01-05,2021
김광연13KSS,4,8,8,2,5,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0.625,0.625,0.625,1.25,0.598,275.1,0.21,1991-11-13,2013
박철희92삼,23,21,17,7,5,1,0,1,9,3,0,0,2,1,0,6,0,0,1,0.294,0.381,0.529,0.91,0.399,140.8,0.21,1968-02-15,1992
정진호88태2B,57,166,145,14,37,7,0,0,44,9,4,5,12,2,0,13,5,6,1,0.255,0.319,0.303,0.622,0.288,73.5,0.21,1956-06-23,1988
공민규19삼1B,28,60,53,4,13,1,0,3,23,6,0,0,6,1,0,18,0,0,0,0.245,0.333,0.434,0.767,0.352,108.8,0.21,1999-09-27,2019
임병욱20키CF,12,41,37,3,10,4,0,0,14,6,3,0,4,0,1,10,1,0,0,0.27,0.342,0.378,0.72,0.325,88.1,0.21,1995-09-30,2020
강진성17N,28,32,27,5,8,3,0,1,14,5,0,0,4,1,0,4,1,0,0,0.296,0.406,0.519,0.925,0.408,139.7,0.21,1993-10-19,2017
윤요섭13LC,89,228,186,20,38,8,1,1,51,30,2,3,23,6,0,32,6,9,4,0.204,0.306,0.274,0.58,0.275,53.4,0.21,1982-03-30,2013
강민호05롯C,104,230,214,20,52,11,2,2,73,18,1,4,5,2,0,56,7,9,0,0.243,0.267,0.341,0.608,0.269,54.6,0.21,1985-08-18,2005
길홍규91O2B,52,70,65,6,19,2,0,0,21,6,0,1,4,0,0,8,2,1,0,0.292,0.333,0.323,0.656,0.31,86.7,0.21,1965-03-31,1991
김한근85삼빙3B,13,17,13,0,4,2,0,0,6,1,0,1,3,1,0,1,0,0,0,0.308,0.471,0.462,0.932,0.44,180.2,0.21,1955-03-05,1985
조규철95롯2B,95,86,73,16,15,1,1,0,18,5,10,2,8,1,0,20,0,4,0,0.205,0.293,0.247,0.539,0.25,57,0.21,1969-03-15,1995
정영규94삼LF,59,138,127,14,30,6,2,2,46,6,0,2,8,1,0,28,0,2,0,0.236,0.287,0.362,0.649,0.297,84.9,0.21,1970-11-03,1994
김영직89MRF,76,187,166,13,39,3,4,1,53,18,3,7,19,1,0,18,1,1,0,0.235,0.317,0.319,0.637,0.309,86.5,0.21,1960-09-26,1989
정삼룡92O,26,43,40,4,12,0,0,1,15,3,0,0,3,0,0,6,1,0,0,0.3,0.349,0.375,0.724,0.339,101.6,0.21,1965-09-20,1992
유민상21K1B,24,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.348,104.1,0.21,1989-04-13,2021
양승관87청CF,33,84,75,11,16,1,0,0,17,5,7,0,8,1,0,9,1,0,0,0.213,0.298,0.227,0.524,0.265,56.4,0.21,1959-06-02,1987
강병식09히1B,54,94,76,9,19,4,0,2,29,14,2,2,13,3,0,21,0,1,1,0.25,0.376,0.382,0.758,0.35,100.1,0.21,1977-04-23,2009
김태형94OC,81,224,199,19,46,9,0,1,58,18,1,2,11,1,0,24,3,13,0,0.231,0.275,0.291,0.566,0.253,52.5,0.21,1967-09-12,1994
이성열08L두RF,84,254,216,23,47,7,2,1,61,29,8,4,26,10,2,72,5,1,1,0.218,0.328,0.282,0.611,0.298,74.8,0.21,1984-07-13,2008
강경학14한SS,41,103,86,11,19,2,3,1,30,7,0,0,13,2,0,28,1,2,0,0.221,0.337,0.349,0.686,0.316,65.6,0.21,1992-08-11,2014
이천웅12LRF,6,18,14,2,3,0,0,1,6,2,2,0,3,1,0,4,0,0,0,0.214,0.389,0.429,0.818,0.388,145.2,0.2,1988-10-20,2012
김민우03현3B,15,22,19,1,7,1,0,0,8,2,0,1,3,0,0,6,0,0,0,0.368,0.455,0.421,0.876,0.411,150.5,0.2,1979-03-21,2003
최기문07롯C,58,66,59,11,13,3,0,0,16,5,1,0,7,0,0,7,2,0,0,0.22,0.303,0.271,0.574,0.281,64.5,0.2,1973-06-10,2007
최계영91롯LF,64,170,146,18,35,7,0,1,45,9,4,1,15,3,0,13,6,6,0,0.24,0.323,0.308,0.631,0.295,77.5,0.2,1963-09-03,1991
박상언22한C,50,133,120,15,27,5,1,3,43,15,0,3,8,0,0,24,2,4,1,0.225,0.271,0.358,0.63,0.28,69.4,0.2,1997-03-03,2022
허도환22LC,54,73,68,6,16,4,0,1,23,4,0,0,2,1,0,17,1,2,0,0.235,0.268,0.338,0.606,0.273,67.4,0.2,1984-07-31,2022
양용모00SDH,97,238,212,31,57,10,0,5,82,32,7,4,19,4,0,52,6,2,1,0.269,0.339,0.387,0.726,0.329,92.1,0.2,1967-12-20,2000
유영원92쌍,8,22,22,4,6,3,1,1,14,3,0,0,0,0,0,7,0,0,0,0.273,0.273,0.636,0.909,0.387,133.2,0.2,1969-09-08,1992
김선빈16KSS,6,27,25,3,9,2,1,0,13,0,1,1,1,0,0,3,1,1,0,0.36,0.385,0.52,0.905,0.39,119.9,0.2,1989-12-18,2016
신민재20LCF,68,32,26,26,8,1,0,0,9,5,8,2,4,0,0,4,1,2,0,0.308,0.4,0.346,0.746,0.338,97.1,0.2,1996-01-21,2020
이성근88삼C,5,14,13,3,5,1,0,0,6,3,0,0,1,0,0,2,0,0,0,0.385,0.429,0.462,0.89,0.417,161.5,0.2,1962-06-23,1988
고동진05한RF,94,291,250,42,50,14,0,3,73,11,11,3,23,16,0,45,4,2,0,0.2,0.308,0.292,0.6,0.289,71.2,0.2,1980-04-01,2005
김용의17LCF,60,189,164,17,44,6,2,0,54,8,9,4,19,0,0,49,2,6,0,0.268,0.344,0.329,0.674,0.306,71.9,0.2,1985-08-20,2017
최항19S2B,52,147,127,12,29,5,0,0,34,14,2,0,16,2,0,24,3,1,1,0.228,0.322,0.268,0.59,0.288,70.1,0.2,1994-01-03,2019
이광길87빙CF,74,188,148,17,30,5,0,1,38,12,7,6,25,4,0,22,7,10,1,0.203,0.332,0.257,0.588,0.282,68.9,0.2,1960-08-04,1987
김주성94쌍,64,95,89,9,23,3,1,0,28,8,0,0,5,0,0,17,3,1,0,0.258,0.298,0.315,0.613,0.286,77,0.2,1972-05-05,1994
박선일91빙C,4,7,6,2,2,1,0,1,6,2,0,0,1,0,0,1,1,0,0,0.333,0.429,1,1.429,0.595,281.2,0.2,1966-07-22,1991
김성민20SSS,9,16,14,4,4,0,0,2,10,4,0,0,1,1,0,3,0,0,0,0.286,0.375,0.714,1.089,0.457,165.2,0.2,2001-04-30,2020
김정수85삼1B,80,237,200,25,44,9,0,4,65,19,1,1,30,0,0,22,3,6,0,0.22,0.322,0.325,0.647,0.302,84.1,0.2,1953-04-02,1985
최형우21KDH,104,446,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,0.233,0.354,0.375,0.73,0.339,99.8,0.2,1983-12-16,2021
최승환05LC,16,27,26,3,7,2,0,1,12,4,0,0,1,0,0,7,0,0,0,0.269,0.296,0.462,0.758,0.339,104.5,0.2,1978-02-25,2005
김용선96한2B,25,51,45,5,8,2,2,1,17,4,2,0,5,0,0,9,0,1,0,0.178,0.26,0.378,0.638,0.285,77.4,0.2,1970-08-09,1996
김호근93쌍C,79,204,192,13,39,7,1,2,54,18,1,2,8,1,0,42,2,1,2,0.203,0.237,0.281,0.518,0.244,50.8,0.2,1960-06-29,1993
최훈락12KCF,25,35,28,5,7,1,0,0,8,1,0,0,0,6,0,11,0,0,1,0.25,0.371,0.286,0.657,0.331,105,0.2,1982-05-12,2012
차화준13N2B,58,121,106,18,24,6,0,1,33,7,4,2,12,1,0,29,2,0,2,0.226,0.306,0.311,0.617,0.297,68.9,0.2,1986-03-20,2013
김실95삼LF,89,178,154,18,31,8,2,1,46,15,6,3,22,0,1,21,6,2,0,0.201,0.301,0.299,0.6,0.28,77.2,0.2,1967-06-03,1995
권오성97해C,47,93,79,7,18,2,0,0,20,11,0,0,6,4,0,23,0,4,0,0.228,0.315,0.253,0.568,0.266,61,0.2,1970-10-26,1997
고영민11두2B,93,208,176,31,37,5,1,3,53,16,6,6,18,7,0,50,4,5,2,0.21,0.305,0.301,0.607,0.287,67,0.2,1984-02-08,2011
권준헌97현3B,75,242,212,19,52,7,0,2,65,25,1,1,17,2,1,35,13,9,2,0.245,0.305,0.307,0.611,0.275,66.1,0.2,1971-12-01,1997
여태구91태LF,93,236,206,25,45,9,2,3,67,21,15,8,21,3,0,34,2,6,0,0.218,0.3,0.325,0.625,0.29,73.3,0.2,1964-12-10,1991
안경현08두1B,51,134,113,9,29,5,0,1,37,12,1,1,14,4,1,16,3,1,2,0.257,0.353,0.327,0.681,0.325,93.2,0.2,1970-02-13,2008
민병헌09두RF,115,291,261,49,67,14,0,5,96,28,18,5,17,6,0,54,7,3,4,0.257,0.313,0.368,0.68,0.307,70.8,0.2,1987-03-10,2009
김인태19두LF,26,70,60,6,14,2,1,2,24,7,1,1,8,0,0,12,2,1,1,0.233,0.319,0.4,0.719,0.324,98.4,0.2,1994-07-03,2019
유성룡83M3B,23,45,43,3,13,0,0,0,13,8,2,1,1,1,0,6,1,0,0,0.302,0.333,0.302,0.636,0.305,90.8,0.2,1960-07-18,1983
지석훈11넥2B,52,125,109,9,24,6,1,2,38,8,1,3,12,1,0,29,5,2,1,0.22,0.301,0.349,0.649,0.301,76.7,0.2,1984-03-17,2011
최준석08두1B,67,195,169,16,38,5,0,6,61,23,1,0,23,1,2,46,8,0,2,0.225,0.318,0.361,0.679,0.317,87.5,0.2,1983-02-15,2008
문선재13L1B,93,240,217,31,58,10,1,4,82,25,8,5,13,3,0,71,1,6,1,0.267,0.316,0.378,0.694,0.318,83.1,0.2,1990-05-20,2013
이병훈90LRF,72,132,120,15,31,4,0,1,38,19,3,2,11,0,0,15,5,0,1,0.258,0.318,0.317,0.635,0.307,83.4,0.2,1967-05-17,1990
하재훈22SLF,50,100,94,17,20,4,1,6,44,12,1,0,4,1,0,34,0,0,1,0.213,0.25,0.468,0.718,0.316,89.3,0.19,1990-10-29,2022
배정훈98롯C,22,40,37,1,10,3,0,0,13,3,1,0,2,0,0,9,1,1,0,0.27,0.308,0.351,0.659,0.294,80.3,0.19,1973-12-20,1998
김주형20키3B,39,50,43,8,10,3,0,1,16,6,0,1,4,2,0,10,0,1,0,0.233,0.327,0.372,0.699,0.319,85.7,0.19,1996-03-05,2020
길홍규88O,8,10,9,1,3,0,0,1,6,1,1,0,1,0,0,2,0,0,0,0.333,0.4,0.667,1.067,0.474,202.9,0.19,1965-03-31,1988
정현석10한RF,114,227,202,20,53,10,0,4,75,24,3,3,15,3,0,28,4,6,1,0.262,0.321,0.371,0.693,0.313,80.8,0.19,1984-03-01,2010
장정기83삼1B,24,66,53,9,11,4,0,1,18,3,2,0,6,4,0,5,2,3,0,0.208,0.333,0.34,0.673,0.309,94.5,0.19,1958-08-10,1983
황준영05롯,17,21,17,7,4,1,0,1,8,1,0,0,4,0,0,3,1,0,0,0.235,0.381,0.471,0.852,0.387,138.3,0.19,1982-03-11,2005
조동화15SCF,119,304,245,38,64,6,1,2,78,15,18,3,30,5,0,50,2,22,2,0.261,0.351,0.318,0.669,0.297,68.3,0.19,1981-03-22,2015
손동일97롯,15,40,35,4,9,2,0,1,14,4,2,0,3,0,0,11,1,2,0,0.257,0.316,0.4,0.716,0.31,90.9,0.19,1971-07-05,1997
손상득87삼C,37,65,61,4,18,2,0,0,20,6,0,1,1,0,0,5,2,2,1,0.295,0.302,0.328,0.63,0.29,73.1,0.19,1956-04-03,1987
전준우16롯CF,25,113,99,16,25,7,0,2,38,10,3,3,7,6,0,25,4,1,0,0.253,0.339,0.384,0.723,0.333,83,0.19,1986-02-25,2016
지재옥16넥C,7,17,13,2,3,0,0,1,6,1,0,0,3,1,0,7,0,0,0,0.231,0.412,0.462,0.873,0.4,124.8,0.19,1988-07-24,2016
최영진18삼1B,61,140,126,13,37,7,0,4,56,18,2,4,10,0,0,30,6,2,2,0.294,0.341,0.444,0.785,0.338,92.3,0.19,1988-05-10,2018
정희상10한1B,29,74,64,7,17,2,1,0,21,6,3,0,9,0,0,22,0,1,0,0.266,0.356,0.328,0.684,0.324,88.5,0.19,1982-08-13,2010
정수빈22두CF,107,360,321,44,74,9,4,2,97,30,13,7,30,0,0,48,0,6,3,0.231,0.294,0.302,0.596,0.277,67.7,0.19,1990-10-07,2022
황성관97삼,98,210,187,28,46,8,2,0,58,10,6,5,10,4,0,27,0,8,1,0.246,0.297,0.31,0.607,0.273,66.3,0.19,1974-01-15,1997
정영기89태SS,79,213,186,17,38,4,3,3,57,21,1,2,17,0,0,20,5,8,2,0.204,0.268,0.306,0.575,0.266,57.1,0.19,1956-02-29,1989
홍희섭84O,13,11,11,3,5,1,0,0,6,1,0,0,0,0,0,2,0,0,0,0.455,0.455,0.545,1,0.467,203.9,0.19,1957-02-08,1984
김지훈02KC,49,52,48,6,11,1,0,3,21,9,0,0,1,1,0,14,4,2,0,0.229,0.26,0.438,0.698,0.291,73.9,0.19,1973-09-02,2002
김성욱15NLF,125,204,182,32,47,8,1,3,66,26,3,3,17,4,0,52,4,0,1,0.258,0.333,0.363,0.696,0.322,83.7,0.19,1993-05-01,2015
김종문90빙C,11,6,5,1,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0.4,0.5,1,1.5,0.64,304.9,0.19,1964-11-10,1990
전근표02현1B,11,20,17,2,5,2,1,0,9,5,0,0,3,0,0,4,0,0,0,0.294,0.4,0.529,0.929,0.405,153,0.19,1977-03-05,2002
쿡슨00LRF,20,86,81,14,18,2,1,6,40,20,1,0,5,0,1,25,4,0,0,0.222,0.267,0.494,0.761,0.319,85,0.19,1969-09-07,2000
조경택95O한C,26,41,32,2,7,1,0,0,8,2,0,0,3,4,0,7,1,1,1,0.219,0.35,0.25,0.6,0.292,85.4,0.19,1970-11-25,1995
정수성08히LF,76,139,127,27,32,6,2,1,45,14,16,6,7,0,0,32,2,3,2,0.252,0.287,0.354,0.641,0.291,71.1,0.19,1978-03-04,2008
김용달86M2B,24,52,43,3,9,0,0,1,12,4,0,0,7,1,0,4,3,1,0,0.209,0.333,0.279,0.612,0.3,89.6,0.19,1956-05-10,1986
조평호13N1B,26,86,79,12,21,6,0,2,33,7,1,0,6,0,1,24,1,1,0,0.266,0.318,0.418,0.735,0.332,93.2,0.19,1985-08-07,2013
김재걸05삼SS,103,266,231,22,57,7,0,1,67,23,8,8,17,5,0,59,6,12,1,0.247,0.311,0.29,0.601,0.276,61.2,0.19,1972-09-07,2005
함학수85삼1B,92,251,220,32,53,11,1,4,78,24,11,8,20,1,0,27,2,9,1,0.241,0.306,0.355,0.66,0.3,82.2,0.19,1955-01-02,1985
배대웅84삼3B,43,118,104,5,25,2,0,0,27,5,4,1,9,2,1,13,2,3,0,0.24,0.313,0.26,0.573,0.27,64.9,0.19,1954-03-02,1984
곽동열89빙,19,22,21,3,7,2,0,0,9,0,0,0,0,1,0,3,1,0,0,0.333,0.364,0.429,0.792,0.378,133.4,0.19,1955-05-10,1989
강진성21N1B,124,462,406,49,101,20,0,7,142,38,9,3,36,14,2,68,12,4,2,0.249,0.33,0.35,0.679,0.321,86.9,0.19,1993-10-19,2021
강한울21삼3B,124,258,223,25,58,5,0,0,63,27,2,2,29,0,0,58,5,3,3,0.26,0.341,0.283,0.624,0.305,77.6,0.19,1991-09-12,2021
천성호21K2B,41,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0,0.286,0.362,0.31,0.671,0.332,92.1,0.19,1997-10-30,2021
김충민00SC,26,43,30,3,5,0,1,1,10,5,0,2,9,2,0,9,2,2,0,0.167,0.39,0.333,0.724,0.333,95,0.19,1970-03-05,2000
김태완09L3B,40,43,33,10,7,2,0,0,9,5,3,0,9,0,0,6,1,0,1,0.212,0.372,0.273,0.645,0.321,80.4,0.19,1981-09-19,2009
최경모22S3B,89,72,70,14,22,2,0,0,24,4,2,0,1,0,0,16,1,1,0,0.314,0.324,0.343,0.667,0.309,88.8,0.18,1996-06-17,2022
강혁01S1B,57,224,202,25,51,10,0,7,82,39,0,2,21,1,2,25,4,0,0,0.252,0.326,0.406,0.732,0.331,87.8,0.18,1974-08-25,2001
최정민21KCF,39,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0,0.333,0.474,0.333,0.807,0.409,143.1,0.18,1989-06-02,2021
오재일14두1B,75,155,132,10,32,7,0,3,48,18,1,1,20,1,0,39,1,0,2,0.242,0.342,0.364,0.706,0.328,85.7,0.18,1986-10-29,2014
김웅빈22키DH,36,120,102,16,25,5,1,1,35,11,0,2,13,3,1,31,2,2,0,0.245,0.348,0.343,0.691,0.321,98,0.18,1996-02-09,2022
강진성19NLF,41,104,97,11,24,4,1,2,36,14,2,1,3,4,0,20,6,0,0,0.247,0.298,0.371,0.669,0.311,82.3,0.18,1993-10-19,2019
한익희97쌍,1,4,4,1,4,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,1,2,0.933,521.5,0.18,1974-08-09,1997
백진우15L2B,25,36,31,4,10,4,0,0,14,0,0,0,3,0,0,3,0,2,0,0.323,0.382,0.452,0.834,0.358,108.8,0.18,1988-05-09,2015
최기문97OC,75,142,129,14,30,2,1,1,37,10,3,2,5,3,0,23,1,5,0,0.233,0.277,0.287,0.564,0.256,51.9,0.18,1973-06-10,1997
전현태11한2B,78,87,69,26,13,1,0,2,20,11,7,4,13,2,1,27,0,2,1,0.188,0.329,0.29,0.619,0.295,72.6,0.18,1986-07-09,2011
황일권93O2B,63,121,104,10,20,5,0,1,28,6,3,1,8,6,0,27,5,3,0,0.192,0.288,0.269,0.557,0.269,67,0.18,1969-06-09,1993
연경흠07한LF,36,82,77,7,20,6,0,1,29,7,0,0,5,0,0,16,4,0,0,0.26,0.305,0.377,0.682,0.318,91.8,0.18,1983-09-14,2007
허도환14넥C,93,220,182,18,40,8,0,2,54,12,0,0,20,8,0,52,6,9,1,0.22,0.322,0.297,0.619,0.287,52.6,0.18,1984-07-31,2014
김충민94쌍C,65,117,107,10,19,1,0,4,32,14,6,0,7,0,0,22,3,1,2,0.178,0.224,0.299,0.523,0.24,44.7,0.18,1970-03-05,1994
김미호97쌍,13,29,27,3,8,2,0,0,10,1,1,0,2,0,0,4,1,0,0,0.296,0.345,0.37,0.715,0.332,105.9,0.18,1967-10-07,1997
박현영97삼C,74,141,127,15,25,8,0,2,39,9,0,0,5,5,0,30,2,4,0,0.197,0.256,0.307,0.563,0.254,53.5,0.18,1968-08-30,1997
김민혁22두,19,28,24,3,6,0,0,1,9,3,0,0,3,1,0,7,1,0,0,0.25,0.357,0.375,0.732,0.346,119.1,0.18,1996-05-03,2022
고정식93롯C,13,32,29,4,7,1,0,0,8,1,1,0,3,0,0,4,1,0,0,0.241,0.313,0.276,0.588,0.287,82.6,0.18,1965-05-15,1993
김회성17한1B,54,103,85,10,20,4,0,3,33,13,0,0,13,2,0,24,3,1,2,0.235,0.343,0.388,0.731,0.328,85.1,0.18,1985-12-04,2017
김수길88빙,19,31,30,4,7,2,0,2,15,3,0,0,1,0,0,7,0,0,0,0.233,0.258,0.5,0.758,0.338,107.5,0.18,1963-02-01,1988
박종일99롯,114,96,89,16,26,5,1,1,36,12,5,3,3,0,0,11,1,2,2,0.292,0.309,0.404,0.713,0.307,74.9,0.18,1972-03-29,1999
구한성95해1B,45,133,116,11,27,2,0,4,41,17,0,0,13,0,0,21,3,2,2,0.233,0.305,0.353,0.659,0.3,91.3,0.18,1970-01-07,1995
조성환13롯2B,74,194,167,15,40,6,0,1,49,12,3,1,17,2,0,23,0,5,3,0.24,0.312,0.293,0.606,0.287,62.9,0.18,1976-12-23,2013
안재만05L3B,65,199,174,16,41,10,0,2,57,18,15,6,9,5,0,49,1,9,2,0.236,0.29,0.328,0.617,0.275,59.8,0.18,1974-10-02,2005
이경복95해,86,198,176,5,38,8,1,1,51,24,0,1,15,4,1,18,4,3,0,0.216,0.292,0.29,0.582,0.271,71,0.18,1970-11-19,1995
허경민14두3B,105,233,198,33,49,8,1,0,59,10,6,4,21,6,0,21,7,6,2,0.247,0.335,0.298,0.633,0.298,62.6,0.18,1990-08-26,2014
손지환97LSS,23,23,22,2,7,2,0,0,9,3,0,0,1,0,0,5,2,0,0,0.318,0.348,0.409,0.757,0.347,116.9,0.18,1978-11-13,1997
나웅89M2B,46,26,21,9,5,0,0,0,5,0,8,2,4,0,0,5,0,1,0,0.238,0.36,0.238,0.598,0.298,78.7,0.18,1967-01-11,1989
조인성13SC,88,223,207,16,44,10,0,7,75,29,0,1,7,2,0,65,4,5,1,0.213,0.244,0.362,0.607,0.27,51.5,0.18,1975-05-25,2013
김경진05K,42,81,62,12,13,3,0,1,19,7,0,0,11,3,0,19,5,3,2,0.21,0.346,0.306,0.653,0.304,80.5,0.18,1976-12-21,2005
김태진18N3B,20,35,31,5,11,0,0,1,14,3,1,2,3,0,0,5,0,1,0,0.355,0.412,0.452,0.863,0.378,121.2,0.18,1995-10-07,2018
양석환20L3B,40,132,118,8,29,5,0,3,43,13,0,0,10,2,0,25,1,2,0,0.246,0.315,0.364,0.68,0.31,82.5,0.18,1991-07-15,2020
손인호99롯LF,58,119,108,12,29,12,0,0,41,13,0,0,8,2,0,20,1,1,0,0.269,0.331,0.38,0.71,0.32,83.6,0.18,1975-04-03,1999
정원석07두1B,78,68,62,18,15,1,2,1,23,8,5,1,2,3,0,21,0,1,0,0.242,0.299,0.371,0.67,0.308,84.5,0.18,1977-03-27,2007
송재박90O2B,41,130,108,9,24,4,0,0,28,6,1,0,16,1,1,22,0,3,2,0.222,0.323,0.259,0.582,0.282,65.5,0.18,1956-10-25,1990
강혁00두1B,110,381,342,39,91,21,0,6,130,34,1,2,31,1,0,58,12,2,5,0.266,0.325,0.38,0.705,0.318,84.1,0.17,1974-08-25,2000
김민호96롯SS,44,109,93,7,16,2,0,4,30,15,1,1,10,2,1,18,0,3,1,0.172,0.264,0.323,0.587,0.264,63.7,0.17,1961-04-28,1996
정수성01현CF,33,16,15,7,4,0,0,1,7,1,7,1,1,0,0,3,0,0,0,0.267,0.313,0.467,0.779,0.346,97.5,0.17,1978-03-04,2001
문승훈90해2B,26,34,26,2,4,1,0,1,8,3,0,0,8,0,0,10,0,0,0,0.154,0.353,0.308,0.661,0.331,99.8,0.17,1966-03-14,1990
